Number of nodes 379 
   326 :    184    183    233
   327 :    158    163    170
   328 :    162    161    227
   329 :    182    181    202
   330 :    154    155    157
   331 :    112     90    214
   332 :    110    172    173
   333 :    163    159    169
   334 :    154    153    155
   335 :    175    176    178
   336 :    110     88    171
   337 :    202    181    264
   338 :    185    184    204
   339 :    163    169    216
   340 :    173    174    175
   341 :    157    155    158
   342 :    227    161    228
   343 :    179    183    184
   344 :    134     92    193
   345 :    135     84    191
   346 :    167    168    254
   347 :    230    231    236
   348 :    198    197    232
   349 :    158    159    163
   350 :    178    176    179
   351 :    254    168    255
   352 :    175    174    176
   353 :    174    172    177
   354 :    192    200    201
   355 :    135    192    291
   356 :    156    165    167
   357 :    194    193    196
   358 :    167    165    168
   359 :    192    191    199
   360 :    110    171    172
   361 :    173    172    174
   362 :    189    229    235
   363 :    181    178    290
   364 :    230    198    231
   365 :    158    170    292
   366 :    179    185    290
   367 :    195    198    230
   368 :    134    193    194
   369 :    135    191    192
   370 :    192    199    200
   371 :    178    179    290
   372 :    264    181    290
   373 :    157    158    292
   374 :    161    157    292
   375 :    192    201    291
   376 :    183    176    293
   377 :    228    161    292
   378 :    195    197    198
   379 :    133     78    206
   380 :    176    174    293
   381 :    174    177    293
   382 :    133    206    212
   383 :    153    156    295
   384 :    134    194    195
   385 :    155    153    295
   386 :    195    194    197
   387 :    159    155    295
   388 :    156    167    295
   389 :    209    211    335
   390 :    147      9    298
   391 :     10    128    298
   392 :    283    346    361
   393 :    320    245    321
   394 :    163    216    297
   395 :    159    295    296
   396 :    180    205    299
   397 :    295    167    296
   398 :    200    252    302
   399 :    169    159    296
   400 :    173    175    299
   401 :    205    182    300
   402 :    233    234    357
   403 :    167    254    296
   404 :     21    255    317
   405 :    287    325    366
   406 :    160    253    304
   407 :    140     62    301
   408 :     63    148    301
   409 :    170    163    297
   410 :    119    245    320
   411 :      9     10    298
   412 :    200    199    367
   413 :    151    154    304
   414 :    197    194    303
   415 :     46     47    305
   416 :     27     28    306
   417 :     69     70    307
   418 :    104    105    310
   419 :     65     66    308
   420 :    102    103    309
   421 :    286    142    372
   422 :     32    131    311
   423 :    109     31    311
   424 :    129    285    363
   425 :    144    324    328
   426 :    175    180    299
   427 :    284    306    327
   428 :    182    203    300
   429 :    267    117    302
   430 :     62     63    301
   431 :    363    285    375
   432 :     11     12    313
   433 :    114    275    342
   434 :    148    308    314
   435 :    194    196    303
   436 :    272    115    317
   437 :    270    271    319
   438 :     20     21    317
   439 :    122    261    341
   440 :    154    160    304
   441 :     36    119    320
   442 :    117     35    320
   443 :    184    233    318
   444 :    197    303    330
   445 :    261    122    360
   446 :     55    118    323
   447 :    116     54    323
   448 :    107    269    324
   449 :     49    107    324
   450 :    254    108    322
   451 :    144     48    324
   452 :     47    144    305
   453 :     28    145    306
   454 :     70    121    307
   455 :     66    146    308
   456 :    103    127    309
   457 :    127    104    310
   458 :    185    204    328
   459 :    124    251    377
   460 :    251    124    365
   461 :    269    185    328
   462 :    356    112    362
   463 :    201    245    334
   464 :     31     32    311
   465 :    245    229    334
   466 :    285    137    375
   467 :    245    201    321
   468 :    277    177    339
   469 :    303    266    330
   470 :    198    232    331
   471 :    248    249    312
   472 :    206    207    373
   473 :    276    278    357
   474 :    268    130    371
   475 :    293    177    329
   476 :    119     37    340
   477 :     38    114    340
   478 :    100    149    337
   479 :    143     99    337
   480 :    108    281    322
   481 :    130    265    349
   482 :     72    122    341
   483 :    121     71    341
   484 :    139    288    359
   485 :    258    260    338
   486 :    250    247    348
   487 :    225    251    348
   488 :    253    162    367
   489 :     45      2    350
   490 :      2     46    350
   491 :     26      1    351
   492 :      1     27    351
   493 :      4     69    352
   494 :     64      3    353
   495 :      3     65    353
   496 :    101      7    354
   497 :      7    102    354
   498 :     68      4    352
   499 :    105      0    355
   500 :      0      8    355
   501 :    188    189    342
   502 :     12     13    378
   503 :    251    223    377
   504 :    288    138    345
   505 :    244    261    360
   506 :     98    143    365
   507 :    124     97    365
   508 :    222    226    369
   509 :    171    186    370
   510 :    296    254    322
   511 :    310    147    312
   512 :    187    132    374
   513 :    228    292    343
   514 :    139    359    369
   515 :    166    164    315
   516 :    128     11    313
   517 :    260    259    314
   518 :    113    253    358
   519 :    266    116    330
   520 :    324    269    328
   521 :    115     20    317
   522 :    279    126    318
   523 :    277    276    329
   524 :    369    226    378
   525 :    136    270    319
   526 :    204    184    318
   527 :     35     36    320
   528 :    302    252    332
   529 :    322    281    347
   530 :    267    302    332
   531 :    288    345    359
   532 :    328    204    346
   533 :    136    319    326
   534 :     54     55    323
   535 :    145    297    327
   536 :    130    349    371
   537 :     48     49    324
   538 :    188    277    339
   539 :    169    296    322
   540 :    212    206    373
   541 :    302    117    321
   542 :    190    291    334
   543 :    282    136    326
   544 :    260    325    338
   545 :    112    356    368
   546 :    297    216    327
   547 :    318    126    361
   548 :    306    145    327
   549 :    204    318    361
   550 :    186    188    339
   551 :    234    293    329
   552 :    282    326    335
   553 :    131    267    332
   554 :    169    322    347
   555 :    232    197    330
   556 :    281    125    347
   557 :    149    309    336
   558 :    146    287    366
   559 :    229    190    334
   560 :    231    198    331
   561 :    252    227    332
   562 :    307    121    325
   563 :    138    282    335
   564 :    291    201    334
   565 :    177    172    370
   566 :    211    218    345
   567 :    231    331    344
   568 :    249    250    336
   569 :     99    100    337
   570 :    261    258    338
   571 :    172    171    370
   572 :    271    272    364
   573 :     37     38    340
   574 :     71     72    341
   575 :    131    332    376
   576 :    189    235    342
   577 :     46    305    350
   578 :     27    306    351
   579 :    310    105    355
   580 :    102    309    354
   581 :     65    308    353
   582 :     69    307    352
   583 :    300    203    333
   584 :    237    231    344
   585 :    332    227    376
   586 :    266    303    333
   587 :    292    170    343
   588 :    216    169    347
   589 :    299    205    362
   590 :    196    193    368
   591 :    265    266    349
   592 :    247    225    348
   593 :    205    356    362
   594 :    205    300    356
   595 :    237    344    363
   596 :    278    106    357
   597 :    283     45    350
   598 :    284     26    351
   599 :    148     64    353
   600 :    149    101    354
   601 :    287     68    352
   602 :      8    147    355
   603 :    199    191    358
   604 :    311    131    376
   605 :    218    220    359
   606 :    242    244    360
   607 :    126    283    361
   608 :    239    237    363
   609 :    359    220    369
   610 :    112    214    362
   611 :    242    360    372
   612 :     97     98    365
   613 :    162    252    367
   614 :    239    363    375
   615 :    207    210    373
   616 :    220    222    369
   617 :    190    187    374
   618 :    144    328    346
   619 :    214    299    362
   620 :    240    242    372
   621 :    241    239    375
   622 :    203    202    371
   623 :    223    221    377
   624 :     13    139    378
   625 :    227    228    376
   626 :    305    283    350
   627 :    306    284    351
   628 :    307    287    352
   629 :    147    310    355
   630 :    309    149    354
   631 :    308    148    353
   632 :    300    196    356
   633 :    305    144    346
   634 :    316    271    364
   635 :    345    218    359
   636 :    139    369    378
   637 :    228    311    376
   638 :    325    121    338
   639 :    349    203    371
   640 :    166    316    364
   641 :    335    211    345
   642 :    339    177    370
   643 :    266    333    349
   644 :    333    203    349
   645 :    138    335    345
   646 :    325    260    366
   647 :    356    196    368
   648 :    346    204    361
   649 :    186    339    370
Number of domains 8
  Domain :      0 
  Name : Something
  Number of elements :     20
     0
     1
     2
     3
     4
     5
     6
     7
     8
     9

    10
    11
    12
    13
    14
    15
    16
    17
    18
    19
  Domain :      1 
  Name : SomethingElse
  Number of elements :     20
    20
    21
    22
    23
    24
    25
    26
    27
    28
    29

    30
    31
    32
    33
    34
    35
    36
    37
    38
    39
  Domain :      2 
  Name : Entity 2 
  Number of elements :     20
    40
    41
    42
    43
    44
    45
    46
    47
    48
    49

    50
    51
    52
    53
    54
    55
    56
    57
    58
    59
  Domain :      3 
  Name : Entity 3 
  Number of elements :      5
    60
    61
    62
    63
    64
  Domain :      4 
  Name : Entity 4 
  Number of elements :     10
    65
    66
    67
    68
    69
    70
    71
    72
    73
    74
  Domain :      5 
  Name : Entity 5 
  Number of elements :     16
    75
    76
    77
    78
    79
    80
    81
    82
    83
    84

    85
    86
    87
    88
    89
    90
  Domain :      6 
  Name : Entity 6 
  Number of elements :     10
    91
    92
    93
    94
    95
    96
    97
    98
    99
   100
  Domain :      7 
  Name : Entity 7 
  Number of elements :      5
   101
   102
   103
   104
   105
